Title,URL
THE TRUTH… $360 KYLIE COSMETICS BRUSH SET REVIEW,https://www.youtube.com/watch?v=9kIb4yZHWfg
FULL FACE USING ONLY IT COSMETICS PRODUCTS! | Jeffree Star,https://www.youtube.com/watch?v=h7nP4p5QJYk
Ranking the BEST &amp; WORST Skin Care Brands,https://www.youtube.com/watch?v=LBdbWiq5NrQ
Kylie Jenner.. we need to talk! | NikkieTutorials,https://www.youtube.com/watch?v=Xtth0XW6fqE
Rating *EVERY* Product from REM BEAUTY 😅,https://www.youtube.com/watch?v=K9iMkx-Fmmk
